Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765960003,25,,Aggregated,22.700000,0.100000,14,17,19,21,26,38,240,370,1200,1200,1200,2045,3,14,26.09803267530874,0.6833639999968,1219.6186330002092,875.9530562347188
1765960004,20,,Aggregated,23.000000,0.100000,14,17,19,21,26,38,230,370,1200,1200,1200,2079,3,14,25.915047850412915,0.6833639999968,1219.6186330002092,877.3107263107263
1765960005,15,,Aggregated,23.800000,0.100000,14,17,19,21,26,38,230,370,1200,1200,1200,2097,3,14,25.808713029569947,0.6833639999968,1219.6186330002092,876.066762041011
1765960006,15,,Aggregated,24.800000,0.100000,14,16,19,21,26,38,200,370,1200,1200,1200,2114,3,14,25.70827777767629,0.6833639999968,1219.6186330002092,875.2265846736045
1765960007,15,,Aggregated,24.400000,0.100000,14,16,19,20,26,38,200,370,1200,1200,1200,2137,3,14,25.59835882499134,0.6833639999968,1219.6186330002092,873.9728591483388
1765960008,15,,Aggregated,24.400000,0.100000,14,16,19,20,26,38,200,370,1200,1200,1200,2150,3,14,25.52820375581579,0.6833639999968,1219.6186330002092,872.9897674418604
1765960009,15,,Aggregated,23.900000,0.000000,14,16,19,20,26,38,150,370,1200,1200,1200,2158,3,14,25.484599554682102,0.6833639999968,1219.6186330002092,873.0630213160333
1765960010,15,,Aggregated,24.000000,0.000000,14,16,19,20,26,38,150,370,1200,1200,1200,2176,3,14,25.402942214156646,0.6833639999968,1219.6186330002092,872.9806985294117
1765960011,15,,Aggregated,23.100000,0.000000,14,16,19,20,26,38,150,370,1200,1200,1200,2187,3,14,25.34607285322617,0.6833639999968,1219.6186330002092,872.1156835848194
1765960012,15,,Aggregated,22.200000,0.000000,14,16,19,20,26,38,150,350,1200,1200,1200,2203,3,14,25.27350700272542,0.6833639999968,1219.6186330002092,870.5487970948707
